file,classDescription,classCode
0251.jpg,Defect_No,0
0252.jpg,Defect_No,0
0253.jpg,Defect_No,0
0254.jpg,Defect_No,0
0255.jpg,Defect_No,0
0256.jpg,Defect_No,0
0257.jpg,Defect_No,0
0258.jpg,Defect_No,0
0259.jpg,Defect_No,0
0260.jpg,Defect_No,0
0261.jpg,Defect_No,0
0262.jpg,Defect_No,0
0263.jpg,Defect_No,0
0264.jpg,Defect_No,0
0265.jpg,Defect_No,0
0266.jpg,Defect_No,0
0267.jpg,Defect_No,0
0268.jpg,Defect_No,0
0269.jpg,Defect_No,0
0270.jpg,Defect_No,0
0271.jpg,Defect_No,0
0272.jpg,Defect_No,0
0273.jpg,Defect_No,0
0274.jpg,Defect_No,0
0275.jpg,Defect_No,0
0276.jpg,Defect_No,0
0277.jpg,Defect_No,0
0278.jpg,Defect_No,0
0279.jpg,Defect_No,0
0280.jpg,Defect_No,0
0281.jpg,Defect_No,0
0282.jpg,Defect_No,0
0283.jpg,Defect_No,0
0284.jpg,Defect_No,0
0285.jpg,Defect_No,0
0286.jpg,Defect_No,0
0287.jpg,Defect_No,0
0288.jpg,Defect_No,0
0289.jpg,Defect_No,0
0290.jpg,Defect_No,0
0291.jpg,Defect_No,0
0292.jpg,Defect_No,0
0293.jpg,Defect_No,0
0294.jpg,Defect_No,0
0295.jpg,Defect_No,0
0296.jpg,Defect_No,0
0297.jpg,Defect_No,0
0298.jpg,Defect_No,0
0299.jpg,Defect_No,0
0300.jpg,Defect_No,0
0301.jpg,Defect_No,0
0302.jpg,Defect_No,0
0303.jpg,Defect_No,0
0304.jpg,Defect_No,0
0305.jpg,Defect_No,0
0306.jpg,Defect_No,0
0307.jpg,Defect_No,0
0308.jpg,Defect_No,0
0309.jpg,Defect_No,0
0310.jpg,Defect_No,0
0311.jpg,Defect_No,0
0312.jpg,Defect_No,0
0313.jpg,Defect_No,0
0314.jpg,Defect_No,0
0315.jpg,Defect_No,0
0316.jpg,Defect_No,0
0317.jpg,Defect_No,0
0318.jpg,Defect_No,0
0319.jpg,Defect_No,0
0320.jpg,Defect_No,0
0321.jpg,Defect_No,0
0322.jpg,Defect_No,0
0323.jpg,Defect_No,0
0324.jpg,Defect_No,0
0325.jpg,Defect_No,0
0326.jpg,Defect_No,0
0327.jpg,Defect_No,0
0328.jpg,Defect_No,0
0329.jpg,Defect_No,0
0330.jpg,Defect_No,0
0331.jpg,Defect_No,0
0332.jpg,Defect_No,0
0333.jpg,Defect_No,0
0334.jpg,Defect_No,0
0335.jpg,Defect_No,0
0336.jpg,Defect_No,0
0337.jpg,Defect_No,0
0338.jpg,Defect_No,0
0339.jpg,Defect_No,0
0340.jpg,Defect_No,0
0341.jpg,Defect_No,0
0342.jpg,Defect_No,0
0343.jpg,Defect_No,0
0344.jpg,Defect_No,0
0345.jpg,Defect_No,0
0346.jpg,Defect_No,0
0347.jpg,Defect_No,0
0348.jpg,Defect_No,0
0349.jpg,Defect_No,0
0350.jpg,Defect_No,0
0351.jpg,Defect_No,0
0352.jpg,Defect_No,0
0353.jpg,Defect_No,0
0354.jpg,Defect_No,0
0355.jpg,Defect_No,0
0356.jpg,Defect_No,0
0357.jpg,Defect_No,0
0358.jpg,Defect_No,0
0359.jpg,Defect_No,0
0360.jpg,Defect_No,0
0361.jpg,Defect_No,0
0362.jpg,Defect_No,0
0363.jpg,Defect_No,0
0364.jpg,Defect_No,0
0365.jpg,Defect_No,0
0366.jpg,Defect_No,0
0367.jpg,Defect_No,0
0368.jpg,Defect_No,0
0369.jpg,Defect_No,0
0370.jpg,Defect_No,0
0371.jpg,Defect_No,0
0372.jpg,Defect_No,0
0373.jpg,Defect_No,0
0374.jpg,Defect_No,0
0375.jpg,Defect_No,0
0376.jpg,Defect_No,0
0377.jpg,Defect_No,0
0378.jpg,Defect_No,0
0379.jpg,Defect_No,0
0380.jpg,Defect_No,0
0381.jpg,Defect_No,0
0382.jpg,Defect_No,0
0383.jpg,Defect_No,0
0384.jpg,Defect_No,0
0385.jpg,Defect_No,0
0386.jpg,Defect_No,0
0387.jpg,Defect_No,0
0388.jpg,Defect_No,0
0389.jpg,Defect_No,0
0390.jpg,Defect_No,0
0391.jpg,Defect_No,0
0392.jpg,Defect_No,0
0393.jpg,Defect_No,0
0394.jpg,Defect_No,0
0395.jpg,Defect_No,0
0396.jpg,Defect_No,0
0397.jpg,Defect_No,0
0398.jpg,Defect_No,0
0399.jpg,Defect_No,0
0400.jpg,Defect_No,0
0401.jpg,Defect_No,0
0402.jpg,Defect_No,0
0403.jpg,Defect_No,0
0404.jpg,Defect_No,0
0405.jpg,Defect_No,0
0406.jpg,Defect_No,0
0407.jpg,Defect_No,0
0408.jpg,Defect_No,0
0409.jpg,Defect_No,0
0410.jpg,Defect_No,0
0411.jpg,Defect_No,0
0412.jpg,Defect_No,0
0413.jpg,Defect_No,0
0414.jpg,Defect_No,0
0415.jpg,Defect_No,0
0416.jpg,Defect_No,0
0417.jpg,Defect_No,0
0418.jpg,Defect_No,0
0419.jpg,Defect_No,0
0420.jpg,Defect_No,0
0421.jpg,Defect_No,0
0422.jpg,Defect_No,0
0423.jpg,Defect_No,0
0424.jpg,Defect_No,0
0425.jpg,Defect_No,0
0426.jpg,Defect_No,0
0427.jpg,Defect_No,0
0428.jpg,Defect_No,0
0429.jpg,Defect_No,0
0430.jpg,Defect_No,0
0431.jpg,Defect_No,0
0432.jpg,Defect_No,0
0433.jpg,Defect_No,0
0434.jpg,Defect_No,0
0435.jpg,Defect_No,0
0436.jpg,Defect_No,0
0437.jpg,Defect_No,0
0438.jpg,Defect_No,0
0439.jpg,Defect_No,0
0440.jpg,Defect_No,0
0441.jpg,Defect_No,0
0442.jpg,Defect_No,0
0443.jpg,Defect_No,0
0444.jpg,Defect_No,0
0445.jpg,Defect_No,0
0446.jpg,Defect_No,0
0447.jpg,Defect_No,0
0448.jpg,Defect_No,0
0449.jpg,Defect_No,0
0450.jpg,Defect_No,0
0451.jpg,Defect_No,0
0452.jpg,Defect_No,0
0453.jpg,Defect_No,0
0454.jpg,Defect_No,0
0455.jpg,Defect_No,0
0456.jpg,Defect_No,0
0457.jpg,Defect_No,0
0458.jpg,Defect_No,0
0459.jpg,Defect_No,0
0460.jpg,Defect_No,0
0461.jpg,Defect_No,0
0462.jpg,Defect_No,0
0463.jpg,Defect_No,0
0464.jpg,Defect_No,0
0465.jpg,Defect_No,0
0466.jpg,Defect_No,0
0467.jpg,Defect_No,0
0468.jpg,Defect_No,0
0469.jpg,Defect_No,0
0470.jpg,Defect_No,0
0471.jpg,Defect_No,0
0472.jpg,Defect_No,0
0473.jpg,Defect_No,0
0474.jpg,Defect_No,0
0475.jpg,Defect_No,0
0476.jpg,Defect_No,0
0477.jpg,Defect_No,0
0478.jpg,Defect_No,0
0479.jpg,Defect_No,0
0480.jpg,Defect_No,0
0481.jpg,Defect_No,0
0482.jpg,Defect_No,0
0483.jpg,Defect_No,0
0484.jpg,Defect_No,0
0485.jpg,Defect_No,0
0486.jpg,Defect_No,0
0487.jpg,Defect_No,0
0488.jpg,Defect_No,0
0489.jpg,Defect_No,0
0490.jpg,Defect_No,0
0491.jpg,Defect_No,0
0492.jpg,Defect_No,0
0493.jpg,Defect_No,0
0494.jpg,Defect_No,0
0495.jpg,Defect_No,0
0496.jpg,Defect_No,0
0497.jpg,Defect_No,0
0498.jpg,Defect_No,0
0499.jpg,Defect_No,0
0500.jpg,Defect_No,0
0501.jpg,Defect_No,0
0502.jpg,Defect_No,0
0503.jpg,Defect_No,0
0504.jpg,Defect_No,0
0505.jpg,Defect_No,0
0506.jpg,Defect_No,0
0507.jpg,Defect_No,0
0508.jpg,Defect_No,0
0509.jpg,Defect_No,0
0510.jpg,Defect_No,0
0511.jpg,Defect_No,0
0512.jpg,Defect_No,0
0513.jpg,Defect_No,0
0514.jpg,Defect_No,0
0515.jpg,Defect_No,0
0516.jpg,Defect_No,0
0517.jpg,Defect_No,0
0518.jpg,Defect_No,0
0519.jpg,Defect_No,0
0520.jpg,Defect_No,0
0521.jpg,Defect_No,0
0522.jpg,Defect_No,0
0523.jpg,Defect_No,0
0524.jpg,Defect_No,0
0525.jpg,Defect_No,0
0526.jpg,Defect_No,0
0527.jpg,Defect_No,0
0528.jpg,Defect_No,0
0529.jpg,Defect_No,0
0530.jpg,Defect_No,0
0531.jpg,Defect_No,0
0532.jpg,Defect_No,0
0533.jpg,Defect_No,0
0534.jpg,Defect_No,0
0535.jpg,Defect_No,0
0536.jpg,Defect_No,0
0537.jpg,Defect_No,0
0538.jpg,Defect_No,0
0539.jpg,Defect_No,0
0540.jpg,Defect_No,0
0541.jpg,Defect_No,0
0542.jpg,Defect_No,0
0543.jpg,Defect_No,0
0544.jpg,Defect_No,0
0545.jpg,Defect_No,0
0546.jpg,Defect_No,0
0547.jpg,Defect_No,0
0548.jpg,Defect_No,0
0549.jpg,Defect_No,0
0550.jpg,Defect_No,0
0551.jpg,Defect_No,0
0552.jpg,Defect_No,0
0553.jpg,Defect_No,0
0554.jpg,Defect_No,0
0555.jpg,Defect_No,0
0556.jpg,Defect_No,0
0557.jpg,Defect_No,0
0558.jpg,Defect_No,0
0559.jpg,Defect_No,0
0560.jpg,Defect_No,0
0561.jpg,Defect_No,0
0562.jpg,Defect_No,0
0563.jpg,Defect_No,0
0564.jpg,Defect_No,0
0565.jpg,Defect_No,0
0566.jpg,Defect_Color,3
0567.jpg,Defect_Color,3
0568.jpg,Defect_Color,3
0569.jpg,Defect_Color,3
0570.jpg,Defect_Color,3
0571.jpg,Defect_Color,3
0572.jpg,Defect_Color,3
0573.jpg,Defect_Color,3
0574.jpg,Defect_Color,3
0575.jpg,Defect_Color,3
0576.jpg,Defect_Color,3
0577.jpg,Defect_Color,3
0578.jpg,Defect_Color,3
0579.jpg,Defect_Color,3
0580.jpg,Defect_Color,3
0581.jpg,Defect_Color,3
0582.jpg,Defect_Object,2
0583.jpg,Defect_Object,2
0584.jpg,Defect_Object,2
0585.jpg,Defect_Object,2
0586.jpg,Defect_Object,2
0587.jpg,Defect_Object,2
0588.jpg,Defect_Object,2
0589.jpg,Defect_Object,2
0590.jpg,Defect_Object,2
0591.jpg,Defect_Object,2
0592.jpg,Defect_Object,2
0593.jpg,Defect_Object,2
0594.jpg,Defect_Object,2
0595.jpg,Defect_Object,2
0596.jpg,Defect_Object,2
0597.jpg,Defect_Object,2
0598.jpg,Defect_Object,2
0599.jpg,Defect_Object,2
0600.jpg,Defect_Object,2
0601.jpg,Defect_Object,2
0602.jpg,Defect_Object,2
0603.jpg,Defect_Object,2
0604.jpg,Defect_Object,2
0605.jpg,Defect_Object,2
0606.jpg,Defect_Object,2
0607.jpg,Defect_Object,2
0608.jpg,Defect_Object,2
0609.jpg,Defect_Object,2
0610.jpg,Defect_Object,2
0611.jpg,Defect_Object,2
0612.jpg,Defect_Object,2
0613.jpg,Defect_Object,2
0614.jpg,Defect_Object,2
0615.jpg,Defect_Object,2
0616.jpg,Defect_Object,2
0617.jpg,Defect_Object,2
0618.jpg,Defect_Object,2
0619.jpg,Defect_Object,2
0620.jpg,Defect_Object,2
0621.jpg,Defect_Object,2
0622.jpg,Defect_Object,2
0623.jpg,Defect_Object,2
0624.jpg,Defect_Object,2
0625.jpg,Defect_Object,2
0626.jpg,Defect_Object,2
0627.jpg,Defect_Object,2
0628.jpg,Defect_Object,2
0629.jpg,Defect_Object,2
0630.jpg,Defect_Object,2
0631.jpg,Defect_Object,2
0632.jpg,Defect_Object,2
0633.jpg,Defect_Object,2
0634.jpg,Defect_Object,2
0635.jpg,Defect_Object,2
0636.jpg,Defect_Object,2
0637.jpg,Defect_Object,2
0638.jpg,Defect_Object,2
0639.jpg,Defect_Object,2
0640.jpg,Defect_Object,2
0641.jpg,Defect_Object,2
0642.jpg,Defect_Object,2
0643.jpg,Defect_Object,2
0644.jpg,Defect_Object,2
0645.jpg,Defect_Object,2
0646.jpg,Defect_Object,2
0647.jpg,Defect_Object,2
0648.jpg,Defect_Object,2
0649.jpg,Defect_Object,2
0650.jpg,Defect_Object,2
0651.jpg,Defect_Object,2
0652.jpg,Defect_Object,2
0653.jpg,Defect_Object,2
0654.jpg,Defect_Object,2
0655.jpg,Defect_Object,2
0656.jpg,Defect_Object,2
0657.jpg,Defect_Object,2
0658.jpg,Defect_Object,2
0659.jpg,Defect_Object,2
0660.jpg,Defect_Object,2
0661.jpg,Defect_Object,2
0662.jpg,Defect_Object,2
0663.jpg,Defect_Object,2
0664.jpg,Defect_Object,2
0665.jpg,Defect_Object,2
0666.jpg,Defect_Object,2
0667.jpg,Defect_Object,2
0668.jpg,Defect_Object,2
0669.jpg,Defect_Object,2
0670.jpg,Defect_Object,2
0671.jpg,Defect_Object,2
0672.jpg,Defect_Object,2
0673.jpg,Defect_Object,2
0674.jpg,Defect_Object,2
0675.jpg,Defect_Object,2
0676.jpg,Defect_Object,2
0677.jpg,Defect_Object,2
0678.jpg,Defect_Object,2
0679.jpg,Defect_Object,2
0680.jpg,Defect_Object,2
0681.jpg,Defect_Object,2
0682.jpg,Defect_Object,2
0683.jpg,Defect_Object,2
0684.jpg,Defect_Object,2
0685.jpg,Defect_Object,2
0686.jpg,Defect_Object,2
0687.jpg,Defect_Object,2
0688.jpg,Defect_Object,2
0689.jpg,Defect_Object,2
0690.jpg,Defect_Object,2
0691.jpg,Defect_Object,2
0692.jpg,Defect_Object,2
0693.jpg,Defect_Object,2
0694.jpg,Defect_Object,2
0695.jpg,Defect_Object,2
0697.jpg,Defect_Object,2
0696.jpg,Defect_Object,2
0698.jpg,Defect_Object,2
0699.jpg,Defect_Object,2
0700.jpg,Defect_Object,2
0701.jpg,Defect_Object,2
0702.jpg,Defect_Object,2
0703.jpg,Defect_Object,2
0704.jpg,Defect_Object,2
0705.jpg,Defect_Color,3
0706.jpg,Defect_Color,3
0707.jpg,Defect_Color,3
0708.jpg,Defect_Color,3
0709.jpg,Defect_Color,3
0710.jpg,Defect_Color,3
0711.jpg,Defect_Color,3
0712.jpg,Defect_Color,3
0713.jpg,Defect_Color,3
0714.jpg,Defect_Color,3
0715.jpg,Defect_Color,3
0716.jpg,Defect_Color,3
0717.jpg,Defect_Color,3
0718.jpg,Defect_Color,3
0719.jpg,Defect_Color,3
0720.jpg,Defect_Color,3
0721.jpg,Defect_Color,3
0722.jpg,Defect_Color,3
0723.jpg,Defect_Color,3
0724.jpg,Defect_Color,3
0725.jpg,Defect_Color,3
0726.jpg,Defect_Color,3
0727.jpg,Defect_Color,3
0728.jpg,Defect_Color,3
0729.jpg,Defect_Color,3
0730.jpg,Defect_Color,3
0731.jpg,Defect_Color,3
0732.jpg,Defect_Color,3
0733.jpg,Defect_Color,3
0734.jpg,Defect_Color,3
0735.jpg,Defect_Color,3
0736.jpg,Defect_Color,3
0737.jpg,Defect_Color,3
0738.jpg,Defect_Object,2
0739.jpg,Defect_Object,2
0740.jpg,Defect_Object,2
0741.jpg,Defect_Object,2
0742.jpg,Defect_Object,2
0743.jpg,Defect_Object,2
0744.jpg,Defect_Object,2
0745.jpg,Defect_Object,2
0746.jpg,Defect_Object,2
0747.jpg,Defect_Object,2
0748.jpg,Defect_Object,2
0749.jpg,Defect_Object,2
0750.jpg,Defect_Object,2
0751.jpg,Defect_Object,2
0752.jpg,Defect_Object,2
0753.jpg,Defect_Object,2
0754.jpg,Defect_Object,2
0755.jpg,Defect_Object,2
0756.jpg,Defect_Object,2
0757.jpg,Defect_Object,2
0758.jpg,Defect_Object,2
0759.jpg,Defect_Object,2
0760.jpg,Defect_Object,2
0761.jpg,Defect_Object,2
0762.jpg,Defect_Object,2
0763.jpg,Defect_Shape,1
0764.jpg,Defect_Shape,1
0765.jpg,Defect_Shape,1
0766.jpg,Defect_Shape,1
0767.jpg,Defect_Shape,1
0768.jpg,Defect_Shape,1
0769.jpg,Defect_Shape,1
0770.jpg,Defect_Shape,1
0771.jpg,Defect_Shape,1
0772.jpg,Defect_Shape,1
0773.jpg,Defect_Shape,1
0774.jpg,Defect_Shape,1
0775.jpg,Defect_Shape,1
0776.jpg,Defect_Shape,1
0777.jpg,Defect_Shape,1
0778.jpg,Defect_Shape,1
0779.jpg,Defect_Shape,1
0780.jpg,Defect_Shape,1
0781.jpg,Defect_Shape,1
0782.jpg,Defect_Shape,1
0783.jpg,Defect_Shape,1
0784.jpg,Defect_Shape,1
0785.jpg,Defect_Shape,1
0786.jpg,Defect_Shape,1
0787.jpg,Defect_Shape,1
0788.jpg,Defect_Shape,1
0789.jpg,Defect_Shape,1
0790.jpg,Defect_Shape,1
0791.jpg,Defect_Shape,1
0792.jpg,Defect_Shape,1
0793.jpg,Defect_Shape,1
0794.jpg,Defect_Shape,1
0795.jpg,Defect_Shape,1
0796.jpg,Defect_Shape,1
0797.jpg,Defect_Shape,1
0798.jpg,Defect_Shape,1
0799.jpg,Defect_Shape,1
0800.jpg,Defect_Shape,1
0801.jpg,Defect_Shape,1
0802.jpg,Defect_Shape,1
0803.jpg,Defect_Shape,1
0804.jpg,Defect_Shape,1
0805.jpg,Defect_Shape,1
0806.jpg,Defect_Shape,1
0807.jpg,Defect_Shape,1
0808.jpg,Defect_Shape,1
0809.jpg,Defect_Shape,1
0810.jpg,Defect_Shape,1
0811.jpg,Defect_Shape,1
0812.jpg,Defect_Shape,1
0813.jpg,Defect_Shape,1
0814.jpg,Defect_Shape,1
0815.jpg,Defect_Shape,1
0816.jpg,Defect_Shape,1
0817.jpg,Defect_Shape,1
0818.jpg,Defect_Shape,1
0819.jpg,Defect_Shape,1
0820.jpg,Defect_Shape,1
0821.jpg,Defect_Shape,1
0822.jpg,Defect_Shape,1
0823.jpg,Defect_Shape,1
0824.jpg,Defect_Shape,1
0825.jpg,Defect_Shape,1
0826.jpg,Defect_Shape,1
0827.jpg,Defect_Shape,1
0828.jpg,Defect_Shape,1
0829.jpg,Defect_Shape,1
0830.jpg,Defect_Shape,1
0831.jpg,Defect_Shape,1
0832.jpg,Defect_Shape,1
0833.jpg,Defect_Shape,1
0834.jpg,Defect_Shape,1
0835.jpg,Defect_Shape,1
0836.jpg,Defect_Shape,1
0837.jpg,Defect_Shape,1
0838.jpg,Defect_Shape,1
0839.jpg,Defect_Shape,1
0840.jpg,Defect_Shape,1
0841.jpg,Defect_Shape,1
0842.jpg,Defect_Shape,1
0843.jpg,Defect_Shape,1
0844.jpg,Defect_Shape,1
0845.jpg,Defect_Shape,1
0846.jpg,Defect_Shape,1
0847.jpg,Defect_Shape,1
0848.jpg,Defect_Shape,1
0849.jpg,Defect_Shape,1
0850.jpg,Defect_Shape,1
0851.jpg,Defect_Shape,1
0852.jpg,Defect_Shape,1
0853.jpg,Defect_Shape,1
0854.jpg,Defect_Shape,1
0855.jpg,Defect_Shape,1
0856.jpg,Defect_Shape,1
0857.jpg,Defect_Shape,1
0858.jpg,Defect_Shape,1
0859.jpg,Defect_Shape,1
0860.jpg,Defect_Shape,1
0861.jpg,Defect_Shape,1
0862.jpg,Defect_Shape,1
0863.jpg,Defect_Shape,1
0864.jpg,Defect_Shape,1
0865.jpg,Defect_Shape,1
0866.jpg,Defect_Shape,1
0867.jpg,Defect_Shape,1
0868.jpg,Defect_Shape,1
0869.jpg,Defect_Shape,1
0870.jpg,Defect_Shape,1
0871.jpg,Defect_Shape,1
0872.jpg,Defect_Shape,1
0873.jpg,Defect_Shape,1
0874.jpg,Defect_Shape,1
0875.jpg,Defect_Shape,1
0876.jpg,Defect_Shape,1
0877.jpg,Defect_Shape,1
0878.jpg,Defect_Shape,1
0879.jpg,Defect_Shape,1
0880.jpg,Defect_Shape,1
0881.jpg,Defect_Shape,1
